measurement_uid,input,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code,tcp_ip,tcp_status
20250111235928.313579_AR_webconnectivity_a66b957dadf41a47,https://thepiratebay.se,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235927.044029_AR_webconnectivity_eb02f73ecef3c8d7,http://www.fgmnetwork.org,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235905.606054_AR_webconnectivity_c1a97c2253ead56a,http://www.kazaa.com,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235902.077590_AR_webconnectivity_a1ee8f564aae79aa,http://shareaza.com/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235753.025237_AR_webconnectivity_edca1bfaa6b7f870,http://www.malware.com,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235746.692115_AR_webconnectivity_1796390877472044,http://use-application-dns.net/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],200,None,None
20250111235643.837233_AR_webconnectivity_6c7b0a02b3b85a85,http://www.diariouno.net.ar/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235642.878221_AR_webconnectivity_458bac38779a7f97,https://premiumhentaiclub.co/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111235520.331099_AR_webconnectivity_981a7768d3fad87b,http://www.mapuchenative.com/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111234627.857658_AR_webconnectivity_866fd24d84ede48a,http://www.diarioextra.com.ar/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111234600.007908_AR_webconnectivity_b3cafa26fc7d457b,http://clarin.com.ar/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111234226.673385_AR_webconnectivity_738d81064d48b229,https://www.darpa.mil/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],200,None,None
20250111234117.780399_AR_webconnectivity_96434d4ca6471071,http://www.serpaj.org/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111234103.063339_AR_webconnectivity_06e3a67135545f9a,http://www.diarioaccion.com.ar/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111234042.329543_AR_webconnectivity_6b7629cb51577d87,http://www.agendadelasmujeres.com.ar/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230836.638734_AR_webconnectivity_bfc5f7b78f3f98d5,http://www.cencoex.gob.ve/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230657.625579_AR_webconnectivity_8a8b9e25732dee39,https://pwchyt.awsvpni.com/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230626.346098_AR_webconnectivity_ec8550e3ed47992c,https://mariacorinamundo.com/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230621.445099_AR_webconnectivity_d86e5a0fa8f45e95,https://comanditos.com/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230620.501492_AR_webconnectivity_508aa15cb775d54c,http://notiviasve.com/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230619.543544_AR_webconnectivity_5a5e2f6982768aef,https://ooni.cloudflare-dns.com/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230608.654022_AR_webconnectivity_aa90b7932bd2be93,http://cantv.net/,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111230547.537242_AR_webconnectivity_289997e81956c4bf,https://cloudapp.net,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
